,0
logits,0.9982277440705591
mixed_7c,0.9975834272796605
mixed_7b,0.9973380750676424
mixed_7a,0.9962981064570012
mixed_6e,0.9958379382917155
mixed_6d,0.9953473889106462
mixed_6c,0.9953479221683602
mixed_6b,0.9946992103064617
mixed_6a,0.9953761145053533
mixed_5d,0.9901387259445849
mixed_5c,0.9899395955872805
mixed_5b,0.9891521988878971
conv2d_4a,0.9949218658685113
conv2d_3b,0.9765792928021936
conv2d_2b,0.9866158082971251
conv2d_2a,0.9816460892405735
conv2d_1a,0.9474682561682
