,deeplift_layer1.0,gradients_layer1.0,integrated_gradients_layer1.0,guided_gradcam_layer1.0,guided_backprop_layer1.0,inputxgradient_layer1.0,lime_layer1.0,deeplift_layer1.1,gradients_layer1.1,integrated_gradients_layer1.1,guided_gradcam_layer1.1,guided_backprop_layer1.1,inputxgradient_layer1.1,lime_layer1.1,deeplift_layer2.0,gradients_layer2.0,integrated_gradients_layer2.0,guided_gradcam_layer2.0,guided_backprop_layer2.0,inputxgradient_layer2.0,lime_layer2.0,deeplift_layer2.1,gradients_layer2.1,integrated_gradients_layer2.1,guided_gradcam_layer2.1,guided_backprop_layer2.1,inputxgradient_layer2.1,lime_layer2.1,deeplift_layer3.0,gradients_layer3.0,integrated_gradients_layer3.0,guided_gradcam_layer3.0,guided_backprop_layer3.0,inputxgradient_layer3.0,lime_layer3.0,deeplift_layer3.1,gradients_layer3.1,integrated_gradients_layer3.1,guided_gradcam_layer3.1,guided_backprop_layer3.1,inputxgradient_layer3.1,lime_layer3.1,deeplift_layer4.0,gradients_layer4.0,integrated_gradients_layer4.0,guided_gradcam_layer4.0,guided_backprop_layer4.0,inputxgradient_layer4.0,lime_layer4.0,deeplift_layer4.1,gradients_layer4.1,integrated_gradients_layer4.1,guided_gradcam_layer4.1,guided_backprop_layer4.1,inputxgradient_layer4.1,lime_layer4.1
0,0.9223320360000555,0.9375796023434183,0.6575126913062723,0.7868395370775124,0.9982609584946477,0.7411693680286408,0.9980617444223026,0.913716076076962,0.9489478167142564,0.7555343319324661,0.614735421235749,0.9855567951205497,0.8573892116515587,0.9988036615323896,0.9996114289941822,0.9964384942803494,0.9931273623084799,0.6257869947913542,0.9977295378068326,0.994666942056477,0.9994541576807388,0.9997489659313124,0.9970894489460139,0.9972923378781642,0.5335808233205036,0.9962286266684532,0.9964350816314861,0.9997193341672967,0.9999654434461999,0.999379344897728,0.9997894626415993,0.9436981671479037,0.9990106501991491,0.9998136793849911,0.9996326421801496,0.9999775800661026,0.9993660112560853,0.9998789652480052,0.6672933898788391,0.997875573944184,0.9998138827109783,0.9998183852474297,0.9999971654087845,0.999897666087257,0.9999919988182523,0.8176477954116792,0.9998691010606975,0.9999909736395873,0.999947025165324,0.9998942737051221,0.9995760788927146,0.9998888717975628,0.9336499104759909,0.999169445115743,0.9998942089519574,0.9996815607978048
